Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GradeClass
16,1,0,2,12.495907974374505,8,0,2,1,0,0,0,3
15,1,0,2,6.729007036350203,29,0,2,1,0,0,0,4
18,1,2,2,4.224165171759033,19,0,3,0,1,1,0,4
18,1,2,1,6.263641014072703,5,1,1,1,0,0,0,2
18,0,0,0,3.576821370155987,27,0,1,0,1,0,0,4
18,0,0,1,18.038322156757655,0,1,0,1,0,0,0,1
18,0,0,2,7.943737726342577,27,1,1,0,0,0,0,4
17,1,0,1,4.905586099487347,24,0,2,0,1,0,0,4
17,1,1,1,8.968156820318658,4,0,2,1,0,1,0,2
15,0,0,1,6.4107233361299105,2,1,1,0,0,0,1,1
18,0,0,0,14.88838507626652,3,0,0,1,0,0,1,2
15,0,0,2,19.424398237709887,0,0,3,0,1,1,1,0
18,0,3,3,8.760673133952936,13,0,3,1,1,1,0,3
18,1,3,1,17.220667999444807,8,1,4,1,0,0,0,1
17,0,0,2,11.31726147119239,29,0,4,0,1,0,0,4
17,0,2,2,3.1447133018846696,23,0,4,0,1,0,1,4
16,0,0,2,13.812454841626831,3,0,3,1,1,1,1,1
17,0,0,2,10.268689942516403,17,1,3,1,0,0,0,3
16,0,2,2,13.01213046504207,13,0,1,0,0,0,0,4
16,0,3,2,17.79374825,24,0,3,1,1,0,1,4
16,0,3,0,8.808691413120922,3,0,0,0,0,0,0,2
16,1,1,2,18.023552464347112,24,0,3,0,1,1,0,4
16,1,0,2,15.013380285633097,9,0,2,0,0,0,1,2
15,1,2,0,9.772098517559694,2,0,3,1,0,1,0,0
17,1,0,1,12.064442713159274,22,0,0,1,1,0,1,4
16,0,1,4,6.511622650380229,6,1,2,0,1,1,0,1
18,1,0,2,19.671945994775484,9,0,2,0,0,0,0,2
17,1,1,2,13.34702326100792,12,0,1,1,0,0,0,4
17,0,0,3,0.8769370499325979,3,1,2,0,1,1,0,1
16,0,0,2,6.532438114960176,17,0,0,1,1,0,0,4
15,1,3,2,12.46628867518115,10,0,2,0,0,0,1,3
16,1,0,2,1.126665555984796,24,1,2,0,0,0,1,4
15,0,1,3,0.47768382638285534,3,0,3,0,1,0,0,2
18,1,0,2,9.000484790556051,23,0,2,1,0,1,0,4
17,0,0,2,6.653803594,13,0,2,1,1,0,0,3
18,0,0,1,8.765972160663317,17,0,4,0,0,0,0,4
15,0,0,4,5.253866197600104,7,0,2,0,0,0,0,3
15,0,2,2,3.2943549388596183,26,1,2,0,0,0,0,4
18,1,0,0,13.782867139606754,9,0,2,1,0,0,0,2
15,0,3,3,10.29142232535601,4,0,3,1,1,0,1,1
18,0,1,2,4.003084224987337,22,0,2,1,1,0,0,4
17,1,0,0,6.391788525199966,6,1,2,1,0,1,0,1
18,0,1,2,11.836158153266519,11,1,3,1,1,0,0,2
17,1,1,2,1.444586965449557,24,0,0,0,0,0,0,4
18,1,2,3,2.949060185323591,2,1,3,0,1,0,1,1
15,1,0,1,1.4649120821478023,25,1,2,1,0,0,0,4
18,0,0,3,16.246346654282377,3,0,2,0,0,0,1,2
15,1,2,2,15.048184664240186,9,0,3,0,0,0,0,2
18,1,3,0,15.066258637585141,3,0,1,0,0,0,0,2
18,0,2,4,14.32650686952056,14,1,3,0,1,1,0,2
16,1,0,2,13.387708473397383,28,1,4,0,0,0,1,4
15,1,2,1,9.539838308,9,0,2,0,0,0,0,2
16,1,0,2,12.84556327,20,0,4,0,0,1,0,4
15,1,0,3,0.767231096,29,0,0,0,0,0,0,4
16,1,0,1,12.429288453135692,21,1,3,0,0,1,0,4
17,0,1,1,15.557554110737543,15,1,2,1,0,0,0,3
18,1,0,1,10.007167207687804,14,0,2,0,0,0,1,4
15,1,0,1,7.150266568544739,18,0,1,1,1,0,1,4
15,0,2,2,5.5485346960195825,28,0,2,1,0,0,0,4
18,0,0,2,12.85604100324165,19,1,1,1,0,0,0,4
15,0,0,1,13.856023972598175,18,0,4,1,1,0,0,3
15,1,0,1,17.41935199725085,17,0,3,0,1,0,0,3
16,0,3,1,6.846681649219814,25,1,1,0,1,0,0,4
15,1,1,3,15.395446147711711,11,0,1,1,0,0,0,3
17,1,0,1,11.227116483786759,24,1,3,0,0,1,0,4
17,0,2,4,17.656729813561583,15,0,2,0,1,1,0,3
18,0,2,2,10.556242165912415,0,0,1,0,0,0,0,2
15,1,0,1,10.352596567959345,15,1,2,1,0,1,0,3
18,0,1,3,11.557541628818182,1,0,2,0,0,0,0,1
17,1,2,2,14.986307102848688,23,0,1,0,0,0,0,4
15,0,1,2,19.293809576569217,14,0,3,1,1,0,0,3
15,0,0,4,1.471267084315313,6,0,3,1,0,0,0,2
18,0,2,0,1.0686920478203432,27,0,0,0,1,1,0,4
17,1,1,0,18.75100674814677,0,1,4,1,0,0,0,0
15,0,0,2,10.597512510364123,4,1,2,0,1,0,0,1
18,1,0,1,12.298060291338722,9,1,1,1,0,0,0,2
17,1,0,1,9.648472031894578,21,0,1,0,0,0,0,4
18,1,0,0,1.8731490521494898,20,1,1,0,0,0,0,4
16,1,2,0,15.36178756837333,3,1,2,1,1,0,0,0
15,0,0,2,14.944492901771739,13,0,1,0,1,0,0,4
16,1,0,1,6.23406643,12,0,2,0,0,0,1,4
17,1,1,2,6.124784904568008,0,0,1,1,0,0,1,1
16,0,0,2,16.75682761811037,15,1,3,0,1,0,1,3
16,1,3,2,1.4471451548265324,22,0,3,1,1,0,0,4
17,0,0,0,17.622102967131315,8,1,2,0,0,0,0,2
18,1,0,2,5.1332337979182885,21,0,3,0,1,1,0,4
16,0,0,0,11.859694955109878,15,1,4,1,0,0,0,2
18,1,0,2,18.719883580035553,18,0,3,0,0,0,0,4
16,0,0,3,13.56245003073293,14,0,2,0,0,0,0,3
18,1,2,2,8.288596249340731,25,0,2,0,1,0,0,4
17,1,3,2,13.790684178108304,13,0,3,1,0,0,0,3
16,0,0,2,6.879592726327404,19,1,1,0,0,0,0,4
17,0,1,1,5.545168326983722,9,1,2,0,1,0,0,2
16,0,2,3,19.933665558693594,20,0,2,0,0,0,0,4
17,0,2,3,15.015804623595754,11,0,3,0,1,0,1,3
17,1,0,1,12.894399547636352,27,0,3,0,1,0,0,4
16,1,0,2,7.105792864386375,0,0,2,1,1,1,0,0
16,0,0,3,0.9832165831009632,20,0,1,1,0,1,0,4
16,1,2,4,0.6211375207031122,16,1,4,0,0,0,0,4
15,0,2,2,11.083625108975976,8,1,0,0,1,0,0,3
18,0,0,2,15.240654420781022,22,0,0,1,0,1,0,4
15,1,0,1,10.747583808877101,18,0,2,0,0,1,0,4
15,1,3,4,16.81570143878229,24,0,3,0,1,1,1,4
17,1,2,1,0.6685306618644327,17,0,3,1,0,0,0,4
16,1,3,2,7.335041528518802,27,0,4,1,1,0,0,4
18,1,2,1,4.741407823483561,6,0,1,0,0,1,0,3
17,1,0,1,8.945459363,8,0,2,0,0,1,0,3
15,1,1,2,1.4475278638824496,21,0,1,0,0,0,0,4
16,0,1,4,19.08263283142145,25,0,3,0,0,1,0,4
17,0,0,0,4.465108021387218,20,0,2,1,0,0,0,4
16,0,1,2,18.446155509671694,11,0,0,0,1,0,0,3
17,0,2,0,8.517863100733635,6,1,3,1,0,0,0,1
16,0,0,1,19.71048266510436,13,1,2,0,0,0,0,3
15,1,2,2,11.081167669204214,14,1,2,0,1,0,0,4
18,0,1,2,18.616657283516147,14,0,3,0,0,1,0,3
15,0,3,1,0.1069797738844569,5,0,1,1,0,0,0,3
18,0,0,1,14.964776123618002,20,0,1,1,1,1,0,4
16,0,0,0,18.061013062050307,13,0,1,0,0,1,0,3
17,0,1,1,2.7944113395790815,1,1,2,0,1,0,0,1
15,0,0,4,1.9225170346430298,7,0,1,1,1,0,0,3
18,0,2,3,8.491452143719112,12,0,3,0,1,0,0,3
15,1,2,1,18.673578122658704,22,0,1,0,1,0,0,4
18,1,0,2,10.847731203808774,5,0,4,0,0,0,0,2
15,0,1,3,10.549129274434643,4,1,1,0,1,0,0,1
18,1,1,0,2.8225223659864374,4,0,1,1,1,0,1,2
18,1,0,3,0.015790222,24,0,1,0,0,0,0,4
16,1,3,3,16.202801814909225,0,0,3,1,0,0,0,0
18,1,2,0,1.7514912597247645,8,1,2,1,1,0,0,2
16,0,1,1,12.67699637470648,5,0,3,1,0,1,0,1
18,1,2,4,18.29232909030383,19,0,3,0,1,0,0,4
17,1,0,2,4.173038263,25,0,4,0,0,1,0,4
17,1,3,0,13.305456724738216,29,1,3,0,0,1,0,4
17,0,1,1,1.5739715341501892,6,0,0,0,0,1,0,3
18,0,2,2,12.07510287675226,8,0,3,1,0,0,0,2
16,0,2,2,3.278634419064055,4,1,4,1,0,0,0,1
16,0,0,2,14.71907121030356,13,1,4,1,0,0,0,2
18,0,2,4,6.024625895878164,4,0,1,0,0,0,0,3
17,0,0,1,9.267820176092926,7,1,3,0,1,1,0,1
17,0,0,2,11.988610840552434,6,0,1,0,0,0,0,3
16,1,0,2,3.4254682133247916,12,1,1,1,1,1,0,2
17,1,3,2,14.832756372352417,12,0,3,0,0,0,0,3
15,1,2,1,6.052806812736291,7,0,4,0,0,0,0,2
16,0,2,4,13.24743719825507,10,1,2,0,0,0,0,3
17,0,2,3,3.165661013987473,27,1,3,1,0,0,0,4
16,0,1,2,13.762353184127004,25,0,0,1,0,0,0,4
15,0,3,2,2.563761456209235,17,1,0,1,0,0,0,4
16,0,0,1,8.507129925399672,24,0,2,1,0,0,0,4
16,1,0,2,4.944121474777536,18,1,2,0,0,0,0,4
16,1,0,2,14.96750498856365,5,0,3,0,0,0,0,1
16,0,2,2,5.240700090137491,21,0,2,0,1,0,0,4
15,0,2,4,17.634346127907925,1,0,2,0,0,0,1,1
18,0,0,2,17.836404228132256,27,0,2,1,1,0,1,4
16,0,0,1,3.928826304455717,12,0,1,0,0,0,0,4
16,1,2,2,12.276918900154485,22,0,4,0,0,0,0,4
17,0,0,1,1.7543528343992865,24,0,2,0,0,0,0,4
16,0,2,1,7.830741992032584,27,1,2,0,0,0,0,4
17,0,3,1,14.266434590025446,25,0,3,1,1,0,0,4
18,0,0,2,13.188464936998326,10,0,2,0,0,0,1,3
15,1,0,2,12.49401338813216,0,0,3,0,0,0,0,0
15,0,2,2,5.6508172732488715,23,0,1,0,0,0,0,4
18,0,2,2,7.560498988688041,1,0,1,0,0,0,0,3
15,1,1,2,2.0589228940057236,29,0,4,0,1,0,1,4
18,1,3,1,14.38045640867202,16,0,3,0,0,0,0,4
18,1,0,3,10.077775935825471,7,0,2,1,0,0,0,2
18,0,1,1,14.175312646913092,1,0,3,0,0,0,1,1
15,0,2,1,4.978870495937455,5,0,4,0,0,1,1,2
17,1,2,2,6.488764572701324,21,1,1,1,0,0,1,4
18,1,0,1,6.684306745202293,4,0,0,0,0,0,0,3
16,1,2,0,0.514848195,15,1,2,0,0,1,0,4
15,1,1,2,6.820957457,7,0,1,1,1,0,0,3
18,1,0,2,16.06609147036067,18,1,1,1,0,1,0,4
18,1,0,2,17.94596991499477,15,0,3,1,0,0,0,3
16,0,2,4,10.364366312718548,12,0,0,0,0,1,0,4
17,0,0,2,9.110033904384405,25,1,3,0,0,0,1,4
17,0,0,3,0.6164923739874051,19,0,2,0,1,0,1,4
17,1,0,1,17.584086751707652,6,0,2,0,0,0,0,2
18,1,2,2,0.2602042685174544,15,0,3,1,1,1,0,3
18,1,1,3,18.895001604204236,22,1,2,0,0,0,0,4
18,1,2,2,9.784324973761812,15,0,1,0,0,0,1,4
15,1,0,2,6.838689871494532,28,0,1,1,0,0,0,4
16,1,1,1,18.484368696853203,11,1,3,1,0,0,0,2
18,0,1,0,0.48781986220193474,13,0,1,1,0,0,0,4
16,0,2,2,11.628497897381742,23,1,0,1,0,0,1,4
16,1,3,1,10.978650489986752,17,0,4,0,0,0,0,3
17,0,0,3,4.3864080242276415,26,1,4,1,1,0,0,4
15,1,1,1,8.577748627004212,27,0,2,0,1,1,1,4
18,0,0,4,13.045280118875404,17,0,0,0,0,0,0,4
17,1,1,4,14.54262393763855,15,0,3,1,0,1,0,3
17,1,0,1,0.014337174131595631,19,0,3,1,0,0,0,4
18,0,0,1,18.737068601820305,15,0,1,1,1,0,0,3
16,0,0,3,3.290507447856248,12,0,1,1,0,1,0,4
17,1,1,4,4.671608684447184,25,0,3,1,0,1,0,4
16,1,0,2,5.269468913876965,28,0,4,0,0,0,0,4
15,0,2,1,0.7564027310407062,8,0,3,1,0,0,1,2
16,0,0,2,2.4610424718064983,25,0,1,1,1,1,0,4
15,1,0,2,19.72699845888324,27,0,2,1,1,0,0,4
16,0,2,1,6.304334747545721,8,0,3,0,0,0,0,3
17,1,0,2,2.306021806780987,12,0,1,0,0,0,0,4
17,1,0,0,2.1398252234924664,28,0,1,1,0,1,0,4
15,1,1,0,14.389199353399437,3,1,1,0,0,0,0,1
18,1,0,1,17.091373280652817,8,0,2,0,0,0,0,2
15,0,0,1,5.1390459901693974,14,0,2,0,0,0,0,4
15,0,0,1,0.4181902467046994,13,0,3,0,1,0,0,4
16,0,3,2,4.461800368907117,18,1,3,1,1,0,0,4
16,0,1,1,1.1303138159351467,11,0,4,0,0,1,0,3
15,0,1,1,2.0678987326008302,20,1,3,1,0,0,0,4
17,0,1,1,8.630162396952848,25,0,1,0,0,0,1,4
16,0,0,4,4.598367417232652,24,1,2,0,1,1,1,4
18,1,0,2,10.318917570508468,5,0,2,0,1,0,0,2
16,0,2,2,5.069875065143807,2,0,0,1,0,1,0,2
16,0,0,2,18.810746022058954,25,0,4,0,1,0,0,4
18,1,0,4,18.11887935852529,24,1,0,1,1,0,0,4
15,0,0,1,11.33612210020932,21,1,2,1,0,0,0,4
18,0,0,2,7.088479839747723,19,0,2,1,0,1,0,4
15,1,3,2,7.622937640694712,15,0,2,1,0,1,0,3
15,0,0,2,8.237045662889939,29,0,3,0,0,0,1,4
15,0,1,0,14.55158644269888,19,0,2,0,0,0,0,4
18,0,0,2,9.032779910376759,23,0,1,0,0,1,0,4
15,1,3,0,17.13459893011795,22,0,1,0,0,0,0,4
17,0,0,2,18.88189571860729,16,1,4,1,1,0,0,3
18,0,0,2,6.718923067578677,15,0,1,1,0,0,0,4
17,1,2,1,11.213889627513602,5,0,1,0,0,1,0,2
15,0,2,3,1.9011307366512886,7,0,2,0,0,0,0,3
16,1,0,0,4.009380955327179,18,1,1,1,0,0,0,4
15,1,0,3,8.269315334203203,29,1,2,0,0,1,0,4
17,0,0,2,4.1240543180355775,24,0,3,1,0,0,0,4
17,1,0,1,17.53120981577435,25,1,3,0,0,0,0,4
18,1,0,1,3.1657251211819615,1,1,3,0,1,0,0,2
16,0,0,4,9.113216431,13,0,1,1,1,1,0,3
18,1,0,0,12.113984809197513,21,0,2,0,1,0,0,4
17,1,0,1,13.837278163216888,11,1,0,1,0,0,0,3
15,0,1,1,7.661387394530134,16,0,0,1,0,0,1,4
16,0,3,2,17.381981374494572,27,0,2,1,0,0,0,4
15,0,1,2,11.36638302155851,26,0,1,1,1,1,0,4
15,1,0,1,8.790155608951036,14,0,3,0,0,0,0,3
16,0,0,1,1.3448126810407324,17,1,3,1,1,0,0,4
18,1,3,1,9.293789368903301,15,0,3,1,0,0,1,4
15,1,0,1,16.414716816314606,12,0,3,1,1,0,0,2
17,1,0,2,12.29082036442631,20,1,0,1,1,1,0,4
15,1,1,2,16.643249074582368,16,0,2,1,0,0,0,4
16,1,1,1,9.880233411986111,7,0,1,0,1,0,0,3
16,1,1,1,2.369234101889637,0,1,2,1,0,0,0,1
16,1,0,1,0.2727969167176214,28,0,1,1,1,0,0,4
18,0,0,4,6.064390934371824,24,0,0,1,1,0,0,4
15,0,3,4,13.95980942995585,25,0,2,0,1,1,1,4
18,1,0,3,15.805198078833875,26,0,3,1,0,0,0,4
18,1,1,1,5.915056692406589,2,1,3,0,0,0,0,1
16,0,2,0,9.913078417664941,15,0,2,0,1,0,1,4
16,1,1,1,8.422378088681633,27,0,2,1,1,1,0,4
18,0,0,1,8.210455687028556,1,0,2,1,0,0,1,2
15,0,0,2,4.626974264,14,0,3,0,0,0,1,4
17,0,1,2,2.7274221005891675,0,1,0,1,0,1,0,0
18,1,2,3,3.9337711646242624,8,1,3,0,1,0,0,2
15,1,3,3,1.106647743266922,15,1,2,0,1,0,0,4
16,0,0,1,3.962614836471541,3,0,1,0,0,1,1,3
16,0,0,2,0.18401795250758912,11,1,0,1,0,0,0,4
15,0,3,1,12.545168012719564,0,0,1,0,0,0,0,2
17,0,2,0,6.327508147753658,0,1,2,0,0,0,1,1
16,0,2,2,19.462894228538172,6,1,3,1,1,0,0,0
16,1,0,0,3.874341015525957,17,0,2,0,0,0,1,4
16,0,1,2,6.916571406191878,22,0,2,1,0,0,0,4
15,1,2,1,7.156823172830665,27,0,4,1,1,0,1,4
18,0,1,2,0.1690299212492108,22,0,1,1,0,0,0,4
16,1,0,2,16.78415906078918,14,1,1,0,0,0,0,3
18,1,0,1,0.6398892028864944,25,0,2,0,1,0,0,4
17,1,1,3,18.803596694584826,29,0,3,1,0,0,0,4
16,1,0,1,17.841487021872414,24,0,3,0,1,0,0,4
16,1,0,2,10.710438321719272,12,1,2,0,0,0,0,3
17,1,3,2,10.871911498225842,15,0,4,0,1,1,0,2
16,0,0,2,13.075558459123126,6,0,3,0,0,0,0,2
18,1,2,4,7.7410002386977395,15,0,0,1,0,0,0,4
15,0,0,1,12.94444566795711,12,0,3,1,0,1,1,2
18,1,1,2,0.8953677737697374,13,0,0,0,1,0,0,4
15,1,3,2,1.0809525469945314,16,1,3,0,1,0,0,4
15,0,0,3,9.144608392390888,11,0,1,1,0,0,0,3
18,1,0,1,10.99244602,28,0,3,0,0,0,0,4
18,0,0,2,17.75635280671638,23,0,2,1,0,0,0,4
18,0,0,2,2.093212678157925,23,0,3,0,0,0,0,4
18,0,2,1,16.452958543877788,19,0,2,1,1,0,0,4
17,0,3,2,4.200946745841392,12,0,3,1,0,0,0,3
16,1,0,1,7.881672970200637,23,0,1,0,1,1,0,4
15,1,0,2,6.332048696548258,19,0,4,0,1,0,0,4
18,0,0,3,8.003105457,14,0,3,0,0,0,0,3
18,1,2,2,3.009909961451711,23,1,1,1,1,0,0,4
18,1,0,2,10.07140149,20,0,4,0,0,0,0,4
17,0,1,2,16.032851796627344,3,1,2,1,0,0,1,0
18,1,1,0,8.830680207577938,21,1,3,0,1,0,1,4
18,0,1,1,9.812271517963982,1,0,3,1,0,0,0,1
18,0,0,2,16.975351705626284,27,1,0,1,0,0,1,4
16,1,2,1,14.121162292760616,17,0,4,0,1,0,0,3
17,1,0,1,9.809088170395695,1,0,2,0,0,0,0,1
18,1,0,2,5.153912963783593,24,0,1,0,0,0,0,4
15,0,2,1,17.698534936899332,14,0,3,1,1,0,1,2
15,0,2,1,11.540408033811167,29,0,3,0,0,0,0,4
15,1,0,2,4.422952202213867,25,0,0,0,1,0,0,4
17,1,0,1,5.382395052760208,18,0,1,1,0,0,0,4
17,1,0,3,16.06266177872492,14,0,3,0,0,0,0,3
15,1,0,3,0.8829112417491092,25,0,0,1,1,1,0,4
18,0,0,2,19.84184374,19,0,4,0,0,0,0,4
17,1,0,1,2.6070335942958356,9,0,3,0,1,0,0,2
15,0,0,2,15.921370507938748,27,0,2,0,1,0,0,4
15,0,2,3,7.895506335433657,23,0,2,1,1,0,1,4
18,1,1,2,9.844323665749338,19,0,2,0,0,1,1,4
16,1,1,1,17.613011549291556,10,1,2,1,0,0,0,2
17,1,0,2,8.258223791784264,25,1,3,0,1,1,1,4
18,0,3,3,10.74987507346469,9,0,4,0,0,0,1,2
15,1,2,2,0.9859932481833988,28,1,2,1,0,1,0,4
15,1,2,2,0.046949477,22,0,2,0,0,0,1,4
18,0,2,2,4.895997460034518,4,0,1,0,0,0,0,3
17,1,3,2,13.611661858375346,8,1,3,0,0,0,0,2
16,0,1,0,2.425297867182734,19,0,3,1,1,0,0,4
16,1,0,2,2.2752391760909885,18,1,3,1,0,0,0,4
15,0,1,0,8.219212160718065,12,0,0,0,0,0,0,4
17,1,2,2,12.95674077216453,17,0,3,0,1,0,0,3
16,1,2,1,14.24143984495861,16,0,2,1,0,0,0,4
17,0,1,2,3.5690134819674957,26,0,3,1,1,0,1,4
17,0,0,1,1.591762947440849,5,0,3,0,0,0,0,2
15,1,0,2,18.807940678910885,9,0,3,1,1,0,1,2
16,0,3,2,5.213327651242034,1,1,2,0,0,0,0,2
18,0,1,1,17.066929952174476,23,0,3,0,1,0,0,4
15,0,1,1,17.269829009256366,5,0,0,0,0,0,0,3
16,0,0,1,15.450451835250888,27,0,3,0,0,1,0,4
16,1,0,3,3.3766721330514016,27,1,0,0,0,0,0,4
16,1,2,2,16.436029185084006,20,0,2,1,1,0,0,4
16,0,1,2,15.385011184831734,12,0,1,0,0,0,0,4
16,0,2,1,11.934459802124342,17,1,3,0,1,0,0,3
17,0,0,2,6.744040703379055,6,0,2,0,0,0,1,2
15,0,1,3,5.250172085330882,1,0,3,1,0,0,0,1
17,1,0,3,2.4377842416071793,28,1,3,1,0,0,0,4
18,1,2,2,10.195141338017429,13,1,3,0,1,0,0,3
16,0,0,0,11.705217510196931,4,0,1,0,1,0,0,3
15,0,0,1,7.186779810315745,17,0,3,0,1,0,0,4
16,0,1,0,9.507181353617371,10,1,2,0,1,0,0,3
15,1,3,1,7.270289147385334,9,0,0,0,0,0,0,3
17,0,0,1,12.820121146414024,10,1,1,0,1,0,0,3
15,1,2,1,18.025184155931267,26,0,1,1,0,1,0,4
18,0,0,1,3.2784052409388975,1,0,0,0,1,0,0,2
18,1,0,3,7.6281761980624685,14,0,2,0,0,0,0,4
15,0,0,2,2.8173720790172263,6,1,0,0,1,0,0,2
15,1,0,3,12.498875408156639,8,1,2,1,0,0,0,2
15,0,1,2,14.577410189771916,4,0,1,0,0,0,0,3
15,0,0,1,18.63825465194912,6,1,1,0,0,1,0,2
18,0,0,2,5.577438525219298,19,0,4,1,0,0,0,4
16,1,3,1,19.004224117308603,1,0,2,0,0,1,0,1
15,0,0,2,1.265253436413496,2,1,1,0,1,0,0,1
15,1,2,1,12.060277267291763,1,1,2,0,1,1,1,1
18,1,0,4,1.1426543868665995,20,1,1,1,0,0,0,4
18,0,1,1,17.875483755238896,21,1,0,0,0,0,0,4
17,0,0,1,10.596181141401082,22,0,0,1,0,0,0,4
15,0,0,3,13.386967015255921,18,0,4,0,1,1,0,3
17,1,0,0,16.63147851820905,3,1,3,0,0,0,0,1
18,0,0,2,3.006212449679375,23,0,3,1,0,1,0,4
18,1,0,2,0.7718312387626769,19,0,4,0,0,0,1,4
16,1,1,3,17.577622918257042,6,0,4,0,0,0,0,2
15,0,2,4,6.298664549,27,0,3,0,0,1,0,4
17,0,2,4,2.5795781585433053,21,1,3,1,0,1,1,4
18,0,1,0,9.369224742,6,0,2,0,0,0,1,2
18,0,0,3,11.966121513920376,16,1,1,0,0,0,0,4
17,0,0,2,0.6194120684502025,18,0,2,0,0,1,0,4
16,0,0,2,5.497913165141755,21,0,2,0,0,0,0,4
18,1,0,1,0.6559974855379203,15,0,4,0,0,0,0,4
15,1,1,2,8.406707784,2,0,2,0,0,1,0,1
18,1,1,4,17.902000581324884,14,0,3,0,0,0,1,3
15,0,0,3,19.653048229871384,13,0,2,1,1,0,0,2
17,1,0,2,12.740951070072551,14,0,1,0,0,0,0,4
15,1,2,0,3.232753875691836,13,0,2,0,1,0,0,4
17,1,2,1,18.116987799986116,6,0,2,1,0,0,0,2
15,1,0,3,10.32495646400121,24,0,2,1,0,0,0,4
17,1,3,2,3.074986242058362,2,0,2,1,0,0,0,1
15,0,3,2,18.434533389033227,29,0,1,0,0,0,0,4
16,0,0,0,15.14938101446206,16,1,2,1,0,0,0,4
15,1,0,2,14.63410545446303,9,0,3,1,1,0,0,2
15,1,1,2,14.183614075888094,14,1,2,0,1,0,0,3
16,1,3,3,4.006796421928847,28,1,2,0,0,0,0,4
18,0,2,2,4.220133834150522,5,0,0,0,0,0,0,3
18,0,0,1,13.76585997,27,1,1,1,0,1,1,4
15,1,0,2,4.394455002207938,16,0,2,0,0,0,1,4
16,0,1,0,8.773433936060977,16,1,2,0,1,0,0,4
15,0,1,4,15.640036511878828,13,1,2,0,0,0,0,4
17,1,0,1,15.679050361956818,23,0,3,1,1,0,0,4
17,0,2,2,9.065235450517193,24,0,1,0,0,1,0,4
15,0,1,1,15.843798765504902,17,0,0,1,0,0,0,4
18,1,2,2,16.772435923961137,24,0,2,1,0,0,0,4
18,0,2,2,13.095515025685206,4,0,2,0,0,0,0,3
15,0,2,2,4.568517046168403,28,0,2,0,0,1,0,4
15,1,0,1,5.480235608,7,0,3,0,0,0,0,3
17,0,1,1,6.296823108174707,6,0,3,1,0,0,0,1
18,0,0,1,2.336082155,22,1,1,1,0,0,0,4
15,1,1,2,5.463192407398902,3,1,4,1,0,0,0,0
17,1,0,0,4.190384486250642,17,0,1,0,0,1,0,4
18,1,1,2,9.106574996172043,4,0,3,0,1,0,0,1
16,0,0,3,18.168750957445297,15,0,3,0,1,0,0,3
17,1,0,3,2.0896063350791616,13,0,3,0,0,0,0,4
18,0,0,2,14.405358478947912,26,1,1,1,0,0,1,4
18,1,0,2,13.745660088262554,26,0,2,0,0,0,0,4
17,0,2,0,1.9150839732671532,18,0,2,0,1,0,1,4
16,1,2,2,18.4514481,13,1,1,0,0,0,0,2
17,1,1,3,11.369444043136392,8,1,0,0,0,0,1,3
18,1,0,1,7.274510422713685,5,0,2,0,0,0,0,2
15,1,0,2,15.130771669906133,16,0,2,0,1,0,0,4
15,0,0,3,5.147309168032681,18,0,3,1,0,1,0,4
17,1,0,3,13.870196740926408,11,0,1,0,0,1,0,4
18,1,2,1,0.7942241514449444,3,1,3,1,0,0,0,2
15,0,0,2,16.78816075218544,15,0,1,0,0,0,0,4
18,1,0,1,8.96341694,24,0,3,1,1,0,0,4
17,0,0,1,12.733858287158835,10,1,2,0,0,0,0,2
15,1,0,3,4.424756396133674,21,1,2,1,1,1,1,4
18,1,1,3,13.541474253168959,3,1,3,1,0,0,1,1
15,1,1,2,15.444805517865532,16,0,1,0,0,0,0,4
17,0,0,0,9.464263737687975,7,0,1,0,1,0,0,3
18,1,0,3,12.354538481235886,13,0,2,0,0,1,0,4
15,1,0,2,9.126518476447972,26,0,1,1,0,1,0,4
17,1,0,1,17.88182738515691,1,0,2,0,0,0,0,1
15,0,0,2,9.957383610286383,10,0,1,0,1,0,1,4
15,0,3,0,16.83617418057638,10,0,3,0,0,0,0,3
16,1,1,2,16.02704116540497,23,1,3,1,1,0,1,4
16,0,1,2,8.210096427,21,0,0,1,0,1,0,4
17,1,0,1,4.601689837,23,1,3,0,1,0,0,4
16,1,0,1,8.121642651195419,5,0,2,0,0,0,0,2
17,1,1,1,16.524347515504402,20,1,2,1,0,0,0,4
16,1,1,0,4.552650716387847,20,0,2,1,0,0,0,4
15,1,2,2,10.488726917154986,13,1,3,0,1,0,1,3
17,1,0,3,16.12193495921495,29,0,2,0,1,1,0,4
17,1,1,0,7.069549502567575,9,0,3,1,0,0,0,3
15,0,0,0,12.844192740053948,25,1,1,0,0,0,0,4
17,0,2,2,4.912631480976291,26,0,4,0,0,0,0,4
17,0,1,3,2.1855889073631984,7,0,3,1,0,0,0,3
16,0,1,1,15.887684501857127,6,1,1,0,0,1,1,2
17,0,0,1,1.9793724681741365,7,1,3,1,0,0,0,2
18,0,1,2,5.427627901591691,27,0,2,0,0,0,0,4
15,0,0,1,17.10218844,7,0,1,1,0,0,0,2
16,1,0,0,6.929385741573344,22,0,1,0,1,0,0,4
16,1,0,2,19.46090699028322,1,0,0,1,0,0,0,1
18,1,1,2,19.594686695477193,26,1,3,0,0,0,0,4
