StudentID,Age,Gender,Major,GPA,ActualYearOfStudy,PredictedYearOfStudy,IsCorrect,TopScore
507,20,Non-Binary,Computer Science,2.01,5,5,true,0.2317
508,20,Non-Binary,Data Science,2.58,3,5,false,0.226
509,20,Male,Arts,4,5,2,false,0.2545
510,26,Male,Arts,2.51,2,2,true,0.2455
511,23,Non-Binary,Education,3.19,4,5,false,0.2518
512,19,Male,Law,2.7,5,1,false,0.2548
513,27,Male,Law,3.8,2,1,false,0.2404
514,22,Female,Data Science,3.62,1,1,true,0.2239
515,27,Female,Computer Science,2.72,3,1,false,0.2379
516,24,Male,Education,3.09,5,5,true,0.2224
517,28,Female,Education,3.25,5,5,true,0.2335
518,26,Non-Binary,Biology,2.01,3,5,false,0.2507
519,22,Female,Data Science,2.02,5,1,false,0.231
520,18,Male,Psychology,3.6,4,1,false,0.2411
521,21,Male,Computer Science,2.53,1,1,true,0.2313
522,21,Female,Data Science,1.75,2,1,false,0.2332
523,26,Non-Binary,Education,3.51,4,5,false,0.2464
524,27,Female,Education,3.03,2,5,false,0.237
525,19,Non-Binary,Law,3.24,4,1,false,0.2377
526,26,Female,Psychology,2.58,3,1,false,0.2529
527,22,Non-Binary,Business,2.91,4,5,false,0.2468
528,27,Male,Education,2.96,5,5,true,0.2235
529,18,Non-Binary,Engineering,2.5,4,4,true,0.2205
530,24,Male,Law,3.35,3,1,false,0.2464
531,27,Male,Biology,3.86,2,2,true,0.2549
532,22,Female,Biology,1.85,5,5,true,0.2368
533,19,Non-Binary,Business,3.24,2,5,false,0.2424
534,18,Female,Arts,3.37,5,2,false,0.2316
535,27,Male,Computer Science,3.8,4,4,true,0.2209
536,18,Female,Education,2.25,5,5,true,0.2494
537,25,Female,Data Science,2.68,1,1,true,0.2244
538,20,Female,Nursing,3.6,4,3,false,0.2026
539,21,Male,Engineering,3.03,4,4,true,0.2491
540,25,Non-Binary,Mathematics,2.59,4,5,false,0.2404
541,27,Female,Education,1.79,3,5,false,0.2553
542,18,Female,Engineering,2.86,4,4,true,0.232
543,24,Male,Nursing,2.85,5,4,false,0.2168
544,21,Non-Binary,Arts,3.78,1,2,false,0.2522
545,28,Male,Computer Science,2.54,3,1,false,0.2228
546,20,Male,Business,3.83,5,4,false,0.2199
547,20,Non-Binary,Economics,2.07,5,5,true,0.2339
548,20,Female,Economics,3.36,2,1,false,0.2064
549,27,Non-Binary,Biology,3.35,3,2,false,0.2385
550,22,Female,Nursing,2.82,5,5,true,0.2054
551,23,Female,Business,3.63,5,5,true,0.2201
552,21,Male,Psychology,1.96,1,1,true,0.2441
553,25,Male,Economics,2.27,2,4,false,0.2203
554,23,Non-Binary,Data Science,1.22,3,5,false,0.2439
555,18,Male,Computer Science,2.94,1,1,true,0.2331
556,28,Female,Biology,3.42,3,2,false,0.2458
557,18,Female,Business,2.62,5,5,true,0.2343
558,22,Non-Binary,Engineering,3.44,3,4,false,0.2252
559,20,Non-Binary,Business,4,4,5,false,0.2316
560,23,Female,Computer Science,3.92,2,1,false,0.2375
561,22,Female,Mathematics,3.01,5,4,false,0.2354
562,23,Female,Education,2.95,5,5,true,0.2391
563,27,Male,Data Science,2.67,2,4,false,0.2205
564,20,Non-Binary,Economics,3.37,4,5,false,0.2169
565,19,Non-Binary,Biology,3.93,4,5,false,0.224
566,26,Male,Mathematics,1.81,5,4,false,0.2505
567,27,Female,Law,2.9,3,1,false,0.26
568,21,Male,Computer Science,2.11,2,1,false,0.233
569,27,Male,Engineering,3.07,5,4,false,0.2529
570,26,Male,Nursing,3.89,4,2,false,0.2286
571,22,Non-Binary,Arts,3.62,4,2,false,0.2527
572,20,Non-Binary,Economics,4,2,2,true,0.2104
573,28,Non-Binary,Education,3.54,3,5,false,0.2453
574,28,Female,Computer Science,3.98,5,1,false,0.2301
575,25,Non-Binary,Education,3.75,3,5,false,0.243
576,24,Non-Binary,Engineering,3.33,1,4,false,0.2262
577,25,Male,Psychology,4,3,1,false,0.232
578,27,Male,Law,3.78,4,1,false,0.2405
579,28,Female,Data Science,3.48,5,1,false,0.2165
580,27,Non-Binary,Psychology,3.17,2,1,false,0.2211
581,26,Non-Binary,Education,2.17,4,5,false,0.2668
582,18,Female,Education,3.98,2,5,false,0.2255
583,27,Male,Education,2.73,2,5,false,0.2268
584,21,Female,Data Science,3.24,1,1,true,0.227
585,18,Non-Binary,Data Science,3.83,5,3,false,0.2109
586,19,Non-Binary,Economics,2.95,2,5,false,0.2224
587,19,Male,Business,3.41,3,4,false,0.2186
588,25,Non-Binary,Engineering,3.43,5,4,false,0.2269
589,19,Non-Binary,Law,3.3,3,1,false,0.2375
590,27,Female,Arts,3.28,2,2,true,0.2658
591,19,Male,Mathematics,3.61,5,4,false,0.2499
592,25,Non-Binary,Psychology,2.61,4,3,false,0.2249
593,25,Male,Mathematics,2.23,2,4,false,0.2509
594,23,Male,Law,1.72,1,1,true,0.2541
595,21,Non-Binary,Business,2.03,3,5,false,0.2595
596,27,Female,Computer Science,3.03,3,1,false,0.2364
597,23,Female,Psychology,2.53,4,1,false,0.2564
598,21,Female,Computer Science,3.64,3,1,false,0.2415
599,21,Female,Biology,2.65,2,5,false,0.226
600,18,Male,Business,3.03,3,4,false,0.2171
601,25,Non-Binary,Arts,3.36,3,2,false,0.2591
602,23,Female,Law,2.97,1,1,true,0.2648
603,27,Male,Engineering,3.22,2,4,false,0.253
604,24,Male,Biology,2.95,4,2,false,0.2229
605,24,Male,Nursing,3.16,5,4,false,0.2173
606,27,Non-Binary,Data Science,3.39,2,5,false,0.2157
607,26,Female,Mathematics,3.02,3,4,false,0.2382
608,27,Non-Binary,Engineering,3.26,4,4,true,0.2278
609,27,Male,Mathematics,2.22,3,4,false,0.2525
610,27,Non-Binary,Business,1.96,5,5,true,0.2602
611,25,Female,Computer Science,1.91,1,1,true,0.244
612,18,Female,Computer Science,2.48,2,1,false,0.2503
613,27,Male,Nursing,3.3,5,2,false,0.2198
614,19,Male,Law,3.39,4,1,false,0.2521
615,19,Female,Nursing,2.77,5,3,false,0.2095
616,19,Male,Business,2.87,4,4,true,0.2174
617,27,Non-Binary,Economics,3.27,4,2,false,0.2204
618,24,Non-Binary,Data Science,3.18,4,5,false,0.2186
619,27,Non-Binary,Engineering,3.19,2,4,false,0.2277
620,24,Non-Binary,Education,2.43,4,5,false,0.2631
621,22,Non-Binary,Biology,3.98,2,2,true,0.2334
622,20,Male,Psychology,3.18,3,1,false,0.2407
623,20,Male,Psychology,2.93,2,1,false,0.2417
624,24,Non-Binary,Engineering,2.95,2,4,false,0.2257
625,18,Non-Binary,Psychology,2.29,3,3,true,0.2467
626,25,Non-Binary,Biology,2.9,3,5,false,0.2378
627,20,Female,Education,4,4,5,false,0.2249
628,28,Non-Binary,Computer Science,3.65,2,5,false,0.2117
629,20,Female,Arts,3.33,1,2,false,0.2386
630,19,Male,Law,4,1,1,true,0.2494
631,24,Female,Education,3.11,4,5,false,0.2366
632,25,Male,Nursing,4,3,2,false,0.2272
633,27,Male,Computer Science,2.79,1,1,true,0.2229
634,20,Female,Business,3.35,5,5,true,0.2244
635,19,Male,Computer Science,4,2,1,false,0.2272
636,27,Male,Computer Science,2.46,3,1,false,0.2244
637,18,Non-Binary,Engineering,3.31,5,4,false,0.2223
638,27,Non-Binary,Nursing,3.08,4,5,false,0.2162
639,25,Male,Mathematics,2.77,3,4,false,0.2524
640,28,Male,Engineering,4,1,4,false,0.2538
641,19,Female,Mathematics,2.36,3,4,false,0.231
642,24,Non-Binary,Biology,3.3,1,5,false,0.2322
643,21,Non-Binary,Engineering,3.08,1,4,false,0.224
644,21,Male,Arts,3.19,4,2,false,0.2406
645,26,Non-Binary,Nursing,2.46,1,5,false,0.2245
646,18,Non-Binary,Data Science,2.86,4,5,false,0.2223
647,19,Male,Arts,2.3,3,4,false,0.2227
648,19,Female,Mathematics,2.5,2,4,false,0.2315
649,22,Female,Mathematics,4,2,4,false,0.2378
650,23,Non-Binary,Education,2.22,1,5,false,0.2663
651,27,Female,Arts,3.15,2,2,true,0.2627
652,27,Female,Psychology,2.92,1,1,true,0.2504
653,23,Female,Law,3.29,4,1,false,0.2635
654,20,Female,Psychology,3.11,1,1,true,0.2574
655,19,Non-Binary,Engineering,3.24,3,4,false,0.2229
656,19,Non-Binary,Arts,3,1,2,false,0.227
657,27,Non-Binary,Economics,2.93,1,5,false,0.2222
658,22,Male,Engineering,2.88,5,4,false,0.2496
659,19,Non-Binary,Nursing,2.95,3,3,true,0.2313
660,26,Non-Binary,Economics,2.34,1,5,false,0.2303
661,27,Male,Computer Science,3.86,4,4,true,0.221
662,22,Non-Binary,Business,3.02,3,5,false,0.2453
663,20,Female,Economics,4,4,2,false,0.2117
664,27,Male,Data Science,3.48,4,4,true,0.2219
665,23,Male,Mathematics,2.12,1,4,false,0.249
666,22,Female,Computer Science,3.66,2,1,false,0.2401
667,25,Non-Binary,Arts,2.08,4,2,false,0.2305
668,27,Male,Arts,3.19,2,2,true,0.265
669,24,Female,Psychology,3.56,2,1,false,0.2512
670,28,Female,Mathematics,2.69,1,4,false,0.2388
671,20,Non-Binary,Law,2.93,5,1,false,0.2377
672,23,Male,Psychology,2.85,4,1,false,0.239
673,27,Female,Education,3.98,1,2,false,0.2374
674,28,Non-Binary,Mathematics,3.23,3,5,false,0.2312
675,24,Male,Nursing,3.36,3,4,false,0.2176
676,20,Female,Education,3.02,4,5,false,0.2385
677,18,Female,Business,2.12,4,5,false,0.241
678,22,Female,Engineering,3.04,2,4,false,0.2351
679,26,Non-Binary,Nursing,2.68,2,5,false,0.2216
680,18,Male,Engineering,2.08,3,4,false,0.2449
681,18,Female,Arts,4,1,2,false,0.2453
682,28,Male,Mathematics,1.96,1,4,false,0.2525
683,25,Female,Economics,3.01,3,2,false,0.2091
684,26,Female,Mathematics,3.93,2,4,false,0.2402
685,23,Non-Binary,Engineering,1.8,4,4,true,0.2227
686,26,Female,Law,3.77,3,1,false,0.2573
687,25,Female,Law,2.45,2,1,false,0.2645
688,26,Non-Binary,Economics,3.26,3,5,false,0.2178
689,27,Male,Computer Science,2.95,1,1,true,0.2221
690,18,Female,Data Science,2.98,3,1,false,0.2318
691,21,Non-Binary,Data Science,4,4,5,false,0.2083
692,18,Male,Engineering,2.45,1,4,false,0.2457
693,22,Male,Education,3.2,1,5,false,0.2213
694,19,Non-Binary,Mathematics,2.71,3,5,false,0.2386
695,26,Male,Biology,2.95,2,2,true,0.2303
696,21,Female,Nursing,2.63,3,5,false,0.2077
697,21,Female,Biology,2.13,5,5,true,0.233
698,22,Non-Binary,Computer Science,3.22,1,5,false,0.2171
699,20,Non-Binary,Economics,3.65,4,5,false,0.2133
700,20,Male,Mathematics,2.74,3,4,false,0.2483
701,23,Male,Engineering,2.46,1,4,false,0.2496
702,21,Female,Psychology,3.7,5,1,false,0.254
703,25,Male,Data Science,3.6,3,4,false,0.2208
704,27,Non-Binary,Psychology,2.96,4,1,false,0.2218
705,19,Female,Mathematics,2.92,3,4,false,0.2328
706,23,Female,Economics,4,2,2,true,0.2225
707,27,Non-Binary,Psychology,2.56,1,1,true,0.2232
708,20,Non-Binary,Biology,2.03,4,5,false,0.2505
709,20,Male,Economics,2.2,1,4,false,0.2165
710,24,Male,Law,3.62,5,1,false,0.2451
711,20,Male,Education,2.56,2,5,false,0.2302
712,18,Male,Data Science,2,3,1,false,0.221
713,26,Male,Computer Science,2.87,4,1,false,0.2238
714,25,Male,Arts,3.6,4,2,false,0.2661
715,25,Male,Business,3.7,5,2,false,0.2242
716,18,Male,Business,2.55,2,5,false,0.2214
717,23,Female,Engineering,3.23,1,4,false,0.2359
718,26,Female,Computer Science,3.28,1,1,true,0.2366
719,18,Non-Binary,Computer Science,2.82,5,5,true,0.2214
720,18,Female,Biology,3.09,3,5,false,0.2203
721,25,Non-Binary,Biology,1.91,5,5,true,0.2522
722,19,Male,Law,2.7,1,1,true,0.2548
723,26,Non-Binary,Biology,3.05,4,5,false,0.2354
724,27,Female,Business,3.62,3,2,false,0.2273
725,23,Female,Data Science,3.88,5,1,false,0.2213
726,22,Male,Economics,3.45,1,4,false,0.2204
727,18,Female,Mathematics,3.15,4,4,true,0.2327
728,18,Female,Business,3.21,1,5,false,0.2264
729,19,Non-Binary,Nursing,3.76,3,3,true,0.2271
730,23,Female,Engineering,3.24,2,4,false,0.236
731,26,Male,Biology,3.12,3,2,false,0.2341
732,18,Non-Binary,Economics,2.74,4,5,false,0.225
733,26,Non-Binary,Business,2.62,3,5,false,0.2505
734,21,Female,Computer Science,2.44,4,1,false,0.2468
735,28,Female,Engineering,2.54,1,4,false,0.2379
736,24,Non-Binary,Nursing,2.33,1,5,false,0.2262
737,21,Non-Binary,Education,2.83,3,5,false,0.2574
738,27,Female,Biology,3.35,3,2,false,0.2403
739,27,Female,Mathematics,3.75,3,4,false,0.2404
740,28,Non-Binary,Law,2.46,1,5,false,0.234
741,23,Female,Business,3.13,2,5,false,0.2269
742,21,Female,Business,2.6,2,5,false,0.2344
743,22,Non-Binary,Economics,2.51,1,5,false,0.2282
744,21,Male,Nursing,3.28,2,4,false,0.2155
745,23,Male,Business,3.56,1,4,false,0.2211
746,21,Female,Education,2.82,1,5,false,0.2412
747,25,Female,Arts,2.57,4,2,false,0.2416
748,23,Non-Binary,Economics,2.55,3,5,false,0.2276
749,28,Non-Binary,Education,2.63,2,5,false,0.2594
750,20,Non-Binary,Engineering,2.71,5,4,false,0.2225
751,21,Male,Psychology,3.13,2,1,false,0.2399
752,24,Female,Law,3.48,5,1,false,0.2613
753,26,Female,Economics,3.31,3,2,false,0.2188
754,24,Non-Binary,Biology,3.31,1,5,false,0.232
755,25,Non-Binary,Law,2.6,4,1,false,0.2336
756,24,Non-Binary,Computer Science,2.3,5,5,true,0.2288
757,21,Female,Biology,3.69,1,2,false,0.2251
758,22,Non-Binary,Mathematics,3.52,5,5,true,0.2279
759,27,Female,Law,3.21,2,1,false,0.2586
760,18,Non-Binary,Arts,3.29,5,2,false,0.2294
761,25,Female,Engineering,2.79,1,4,false,0.2365
762,26,Female,Economics,3.79,5,2,false,0.2291
763,23,Male,Business,2.38,5,5,true,0.2233
764,27,Non-Binary,Business,2.83,4,5,false,0.2472
765,27,Male,Mathematics,3.08,4,4,true,0.2545
766,22,Female,Psychology,3.37,1,1,true,0.2543
767,25,Female,Biology,2.7,2,5,false,0.2248
768,26,Female,Nursing,3.12,2,2,true,0.2108
769,22,Male,Education,3.03,5,5,true,0.2236
770,25,Male,Business,3.6,2,4,false,0.2222
771,25,Male,Engineering,3.17,1,4,false,0.2519
772,22,Male,Nursing,3.05,2,4,false,0.2158
773,26,Male,Biology,3.19,5,2,false,0.2356
774,20,Female,Biology,2.55,1,5,false,0.2274
775,25,Non-Binary,Data Science,3.14,4,5,false,0.2191
776,18,Female,Data Science,3.14,2,1,false,0.2311
777,21,Male,Data Science,2.34,4,1,false,0.2164
778,27,Male,Arts,3.66,4,2,false,0.276
779,19,Female,Data Science,3.66,4,1,false,0.2276
780,23,Non-Binary,Psychology,3.22,4,3,false,0.2284
781,21,Male,Biology,2.53,3,5,false,0.2142
782,22,Female,Biology,2.19,2,5,false,0.2322
783,18,Female,Economics,3.47,4,1,false,0.2083
784,21,Female,Arts,4,2,2,true,0.2576
785,21,Female,Biology,3.09,4,5,false,0.2201
786,20,Non-Binary,Mathematics,3.67,2,5,false,0.226
787,21,Male,Economics,3.04,5,4,false,0.2191
788,28,Male,Biology,3.32,2,2,true,0.2463
789,22,Non-Binary,Education,3,5,5,true,0.2548
790,28,Non-Binary,Business,2.97,5,5,true,0.2449
791,25,Male,Computer Science,3.59,4,1,false,0.2216
792,22,Non-Binary,Psychology,3.51,4,3,false,0.2302
793,24,Female,Psychology,1.49,3,1,false,0.2589
794,24,Female,Engineering,3.25,4,4,true,0.2366
795,27,Female,Data Science,3.43,3,1,false,0.2182
796,22,Male,Computer Science,2.29,5,1,false,0.2312
797,18,Male,Biology,2.27,2,5,false,0.2176
798,23,Non-Binary,Engineering,2.84,1,4,false,0.2249
799,26,Female,Nursing,2.38,3,5,false,0.2107
800,21,Non-Binary,Psychology,2.17,5,3,false,0.2382
801,18,Non-Binary,Arts,3.42,2,2,true,0.2322
802,23,Non-Binary,Nursing,1.78,4,5,false,0.2333
803,25,Female,Business,2.5,5,5,true,0.2353
804,24,Male,Mathematics,4,3,4,false,0.2544
805,22,Female,Business,2.99,5,5,true,0.229
806,28,Male,Biology,3.4,4,2,false,0.2482
807,21,Non-Binary,Mathematics,2.69,5,5,true,0.239
808,25,Non-Binary,Law,3.42,1,1,true,0.2306
809,27,Male,Biology,2.84,1,2,false,0.2317
810,27,Non-Binary,Arts,2.71,1,2,false,0.2524
811,27,Male,Business,3.75,4,2,false,0.2326
812,22,Non-Binary,Psychology,4,5,3,false,0.2281
813,23,Non-Binary,Economics,3.09,4,5,false,0.2204
814,21,Male,Arts,2.65,2,2,true,0.2291
815,26,Non-Binary,Psychology,2.89,2,1,false,0.223
816,27,Male,Nursing,3.62,4,2,false,0.2266
817,18,Female,Data Science,2.86,1,1,true,0.2323
818,24,Non-Binary,Engineering,3.19,5,4,false,0.2261
819,20,Non-Binary,Biology,3.27,5,5,true,0.2331
820,25,Male,Education,3.8,3,2,false,0.2282
821,19,Non-Binary,Mathematics,2.9,2,5,false,0.2361
822,24,Male,Economics,3.13,1,4,false,0.2211
823,22,Male,Education,2.5,3,5,false,0.2308
824,23,Male,Engineering,3.29,5,4,false,0.2508
825,28,Male,Mathematics,3.27,4,4,true,0.2556
826,22,Male,Business,3.18,5,4,false,0.2199
827,20,Non-Binary,Nursing,3.21,1,3,false,0.2268
828,26,Female,Arts,2.17,5,2,false,0.2367
829,27,Female,Arts,2.91,5,2,false,0.2572
830,20,Female,Education,3.98,4,5,false,0.2251
831,20,Male,Economics,3.65,5,4,false,0.2195
832,19,Female,Arts,3.3,4,2,false,0.234
833,18,Male,Computer Science,3.24,4,1,false,0.2318
834,26,Female,Nursing,4,4,2,false,0.2293
835,21,Non-Binary,Economics,2.91,3,5,false,0.2229
836,24,Non-Binary,Engineering,4,3,2,false,0.2308
837,18,Male,Arts,4,4,2,false,0.2464
838,25,Non-Binary,Mathematics,3.22,2,5,false,0.2317
839,24,Male,Arts,4,3,2,false,0.2712
840,25,Male,Biology,3.09,5,2,false,0.2296
841,28,Non-Binary,Nursing,3.68,3,2,false,0.2283
842,22,Female,Psychology,2.93,5,1,false,0.256
843,20,Non-Binary,Business,3.28,3,5,false,0.2417
844,19,Male,Psychology,2.57,2,1,false,0.2439
845,28,Male,Psychology,3.55,2,4,false,0.2331
846,18,Male,Nursing,3.41,5,3,false,0.221
847,28,Male,Mathematics,3.51,5,4,false,0.256
848,20,Non-Binary,Mathematics,2.38,3,5,false,0.243
849,21,Non-Binary,Arts,2.71,3,2,false,0.2286
850,18,Female,Engineering,2.96,5,4,false,0.2322
851,27,Non-Binary,Arts,3.35,4,2,false,0.2673
852,18,Female,Business,1.9,5,5,true,0.2439
853,19,Male,Biology,3.02,1,5,false,0.2081
854,27,Male,Engineering,3.42,5,4,false,0.2531
855,18,Non-Binary,Business,2.49,4,5,false,0.2529
856,26,Female,Arts,2.21,2,2,true,0.2376
857,18,Non-Binary,Biology,2.39,2,5,false,0.2453
858,18,Female,Computer Science,2.94,1,1,true,0.2484
859,21,Female,Computer Science,4,5,1,false,0.2398
860,21,Male,Arts,3.38,4,2,false,0.2448
861,25,Non-Binary,Nursing,1.61,5,5,true,0.2357
862,27,Female,Business,4,3,2,false,0.2356
863,22,Male,Economics,3.15,4,4,true,0.2199
864,20,Female,Data Science,3.6,5,1,false,0.2266
865,28,Female,Computer Science,3.77,3,1,false,0.2312
866,24,Male,Psychology,2.44,5,1,false,0.2395
867,22,Male,Economics,3.52,4,4,true,0.2205
868,18,Male,Law,3.36,2,1,false,0.2533
869,27,Female,Arts,2.25,5,2,false,0.2423
870,26,Male,Engineering,3.28,4,4,true,0.2525
871,21,Male,Economics,3.02,1,4,false,0.219
872,27,Non-Binary,Law,3.62,3,1,false,0.2275
873,20,Male,Business,3.74,4,4,true,0.2198
874,19,Female,Data Science,3.49,4,1,false,0.2284
875,26,Female,Mathematics,2.94,5,4,false,0.238
876,22,Male,Law,3.63,1,1,true,0.2475
877,19,Non-Binary,Economics,3.76,4,5,false,0.2119
878,23,Female,Mathematics,1.64,4,5,false,0.2366
879,20,Non-Binary,Law,3.13,2,1,false,0.2371
880,21,Female,Computer Science,3.64,5,1,false,0.2415
881,23,Non-Binary,Law,3.11,5,1,false,0.234
882,23,Male,Nursing,3.1,1,4,false,0.2165
883,20,Female,Arts,3.02,1,2,false,0.2319
884,18,Female,Mathematics,3.26,2,4,false,0.233
885,27,Non-Binary,Mathematics,2.72,5,5,true,0.2384
886,18,Female,Data Science,3.01,5,1,false,0.2317
887,28,Non-Binary,Law,2.92,2,1,false,0.2291
888,21,Non-Binary,Law,3.97,1,1,true,0.2329
889,21,Non-Binary,Economics,2.55,1,5,false,0.2276
890,24,Female,Mathematics,3.01,1,4,false,0.2368
891,24,Non-Binary,Mathematics,3.53,5,5,true,0.2276
892,18,Female,Business,2.61,1,5,false,0.2344
893,18,Female,Business,3.25,3,5,false,0.2259
894,19,Non-Binary,Computer Science,3.5,4,1,false,0.2168
895,22,Non-Binary,Psychology,3.26,2,3,false,0.2312
896,19,Female,Mathematics,2.56,1,4,false,0.2316
897,25,Male,Law,2.99,4,1,false,0.2467
898,27,Male,Computer Science,3.28,1,1,true,0.2205
899,19,Non-Binary,Mathematics,3.83,4,4,true,0.224
900,18,Female,Biology,1.99,1,5,false,0.2348
901,28,Non-Binary,Education,4,3,2,false,0.2396
902,27,Male,Law,3.46,5,1,false,0.2421
903,19,Male,Computer Science,3.31,1,1,true,0.2303
904,18,Non-Binary,Biology,3.24,2,5,false,0.2336
905,22,Non-Binary,Nursing,2.58,2,3,false,0.2236
906,21,Female,Mathematics,2.24,2,4,false,0.2323
907,18,Male,Law,2.35,1,1,true,0.2571
908,23,Female,Data Science,2.72,4,1,false,0.2268
909,21,Male,Data Science,4,4,4,true,0.2189
910,18,Female,Arts,3.07,5,2,false,0.2253
911,28,Non-Binary,Mathematics,2.56,1,5,false,0.2406
912,22,Non-Binary,Law,2.82,2,1,false,0.236
913,24,Female,Nursing,3.61,4,2,false,0.2137
914,24,Male,Law,2.59,2,1,false,0.2496
915,21,Non-Binary,Computer Science,2.11,1,5,false,0.2307
916,24,Non-Binary,Nursing,2.4,5,5,true,0.2253
917,19,Female,Nursing,3.6,5,3,false,0.2055
918,25,Male,Nursing,3.34,3,4,false,0.2182
919,25,Female,Psychology,3.01,4,1,false,0.2523
920,28,Male,Education,3.37,4,2,false,0.2298
921,27,Male,Economics,3.19,2,4,false,0.2229
922,28,Female,Nursing,3.62,1,2,false,0.2286
923,23,Male,Psychology,3.24,3,1,false,0.2374
924,21,Female,Data Science,3.63,1,1,true,0.2252
925,24,Non-Binary,Law,3.4,2,1,false,0.2318
926,21,Male,Business,3.21,2,4,false,0.2194
927,23,Female,Mathematics,2.5,5,4,false,0.2347
928,24,Non-Binary,Nursing,2.4,1,5,false,0.2253
929,28,Non-Binary,Business,2.05,4,5,false,0.2587
930,22,Male,Biology,3.16,3,2,false,0.22
931,28,Non-Binary,Engineering,3.16,2,4,false,0.2282
932,18,Female,Engineering,3.43,3,4,false,0.233
933,22,Female,Computer Science,3.96,3,1,false,0.2386
934,28,Non-Binary,Biology,3.6,2,2,true,0.2482
935,19,Non-Binary,Computer Science,1.22,5,5,true,0.2411
936,23,Non-Binary,Arts,2.99,2,2,true,0.2425
937,18,Male,Biology,2.36,2,5,false,0.2165
938,26,Male,Education,2.25,5,5,true,0.2338
939,23,Female,Education,2.84,1,5,false,0.2407
940,27,Non-Binary,Computer Science,2.8,1,5,false,0.2227
941,28,Non-Binary,Psychology,1.85,4,1,false,0.2244
942,22,Male,Nursing,2.36,2,4,false,0.2143
943,20,Female,Law,2.46,1,1,true,0.2705
944,28,Female,Computer Science,2.96,1,1,true,0.2354
945,19,Male,Economics,3.86,3,4,false,0.2191
946,21,Male,Biology,3.46,5,2,false,0.2227
947,24,Female,Arts,3.32,2,2,true,0.2543
948,23,Non-Binary,Psychology,3.26,2,3,false,0.2282
949,27,Female,Education,2.54,3,5,false,0.2442
950,22,Non-Binary,Engineering,2.92,1,4,false,0.2244
951,28,Non-Binary,Engineering,3.53,3,2,false,0.2357
952,21,Non-Binary,Mathematics,2.84,1,5,false,0.237
953,18,Female,Engineering,3.17,1,4,false,0.2326
954,22,Non-Binary,Mathematics,3.94,2,4,false,0.2264
955,23,Non-Binary,Mathematics,3.09,5,5,true,0.2336
956,18,Non-Binary,Education,2.96,4,5,false,0.2556
957,20,Male,Nursing,2.78,5,3,false,0.2181
958,25,Female,Business,3.09,1,5,false,0.227
959,21,Non-Binary,Engineering,2.58,1,4,false,0.223
960,21,Male,Engineering,3.35,5,4,false,0.2496
961,26,Male,Business,2.37,2,5,false,0.223
962,21,Non-Binary,Arts,2.17,1,3,false,0.2199
963,20,Male,Business,3.31,4,4,true,0.219
964,21,Male,Mathematics,3.44,4,4,true,0.251
965,28,Non-Binary,Education,4,3,2,false,0.2396
966,19,Female,Economics,1.98,2,5,false,0.2194
967,28,Female,Education,3.18,5,5,true,0.2345
968,22,Non-Binary,Law,4,1,1,true,0.2317
969,25,Non-Binary,Biology,3.16,3,5,false,0.234
970,28,Female,Economics,3.92,2,2,true,0.2394
971,19,Male,Business,3.83,4,4,true,0.2194
972,27,Male,Economics,2.44,2,4,false,0.2219
973,26,Male,Mathematics,2.99,2,4,false,0.2537
974,22,Non-Binary,Arts,2.73,5,2,false,0.2329
975,19,Female,Law,3.63,4,1,false,0.267
976,19,Non-Binary,Arts,3.15,3,2,false,0.2303
977,23,Male,Arts,3.45,5,2,false,0.2544
978,23,Female,Business,3.46,4,5,false,0.2224
979,20,Non-Binary,Mathematics,3.57,5,5,true,0.2273
980,28,Non-Binary,Economics,2.51,1,5,false,0.2278
981,19,Male,Computer Science,1.58,2,1,false,0.2372
982,22,Female,Psychology,3.48,4,1,false,0.2538
983,18,Non-Binary,Law,3.69,5,1,false,0.2372
984,25,Male,Education,2.22,2,5,false,0.2343
985,28,Female,Mathematics,2.43,2,4,false,0.2381
986,23,Non-Binary,Engineering,2.28,1,4,false,0.2238
987,22,Male,Engineering,3.78,3,4,false,0.2507
988,27,Male,Engineering,3.25,5,4,false,0.253
989,28,Male,Business,3.42,3,2,false,0.2291
990,19,Non-Binary,Psychology,2.54,2,3,false,0.2429
991,28,Male,Mathematics,3.07,5,4,false,0.2552
992,26,Female,Biology,2.64,3,5,false,0.2255
993,28,Non-Binary,Business,2.89,4,5,false,0.2461
994,23,Female,Biology,3.44,3,2,false,0.2271
995,19,Male,Business,3.67,1,4,false,0.2191
996,19,Non-Binary,Education,2.23,4,5,false,0.2662
997,21,Female,Arts,2.44,4,2,false,0.2234
998,18,Non-Binary,Data Science,3.68,5,5,true,0.2122
999,25,Non-Binary,Nursing,3.13,3,5,false,0.2157
1000,25,Female,Education,1.92,2,5,false,0.2537
1001,21,Female,Computer Science,2.67,4,1,false,0.2459
1002,22,Female,Computer Science,3.32,2,1,false,0.2417
1003,20,Male,Education,3.28,1,5,false,0.2205
1004,20,Male,Data Science,3.2,5,4,false,0.2166
1005,27,Male,Arts,3.15,1,2,false,0.264
1006,27,Non-Binary,Computer Science,2.6,3,5,false,0.2252
1007,24,Non-Binary,Business,2.36,4,5,false,0.2546
1008,23,Non-Binary,Nursing,4,1,2,false,0.2165
1009,18,Male,Biology,3.52,5,2,false,0.2129
1010,28,Female,Education,3.29,4,5,false,0.2329
1011,25,Male,Psychology,2.63,4,1,false,0.2377
